timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%], pstate
2026/06/11 16:10:54.380, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:10:55.394, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:10:56.410, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:10:57.426, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:10:58.441, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:10:59.442, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:00.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:01.472, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:02.488, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:03.503, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:04.504, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:05.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:06.535, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:07.551, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:08.566, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:09.582, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:10.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:11.614, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:12.629, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:13.630, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:14.645, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:15.660, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:16.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:17.692, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:18.722, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:19.723, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:20.739, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:21.756, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:22.769, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:23.770, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:24.786, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:25.802, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:26.817, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:27.817, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:28.818, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:29.833, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:30.863, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:31.880, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:32.896, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:33.925, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:34.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:35.942, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:36.943, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:37.973, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:38.988, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:39.989, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:41.004, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:42.019, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:43.021, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:44.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:45.036, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:46.036, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:47.050, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:48.051, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:49.051, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:50.066, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:51.067, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:52.082, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:53.083, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:54.097, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:55.098, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:56.099, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:57.113, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:58.130, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:11:59.145, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:00.160, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:01.176, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:02.191, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:03.207, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:04.222, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:05.238, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:06.254, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:07.255, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:08.268, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:09.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:10.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:11.286, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:12.287, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:13.300, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:14.301, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:15.317, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:16.318, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:17.332, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:18.349, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:19.363, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:20.364, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:21.365, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:22.379, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:23.394, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:24.410, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:25.412, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:26.426, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:27.441, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:28.458, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:29.488, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:30.504, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:31.505, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:32.521, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:33.535, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:34.536, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:35.552, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:36.569, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:37.582, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:38.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:39.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:40.599, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:41.600, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:42.613, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:43.629, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:44.645, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:45.661, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:46.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:47.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:48.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:49.677, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:50.693, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:51.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:52.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:53.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:54.723, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:55.738, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:56.753, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:57.754, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:58.770, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:12:59.785, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:00.786, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:01.802, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:02.817, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:03.817, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:04.832, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:05.832, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:06.848, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:07.864, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:08.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:09.895, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:10.910, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:11.911, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:12.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:13.941, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:14.942, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:15.958, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:16.973, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:17.989, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:19.004, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:20.005, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:21.020, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:22.036, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:23.051, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:24.082, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:25.098, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:26.099, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:27.099, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:28.100, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:29.113, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:30.114, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:31.131, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:32.145, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:33.161, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:34.176, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:35.177, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:36.177, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:37.207, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:38.223, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:39.224, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:40.239, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:41.253, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:42.254, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:43.255, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:44.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:45.271, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:46.285, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:47.285, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:48.286, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:49.286, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:50.287, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:51.316, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:52.317, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:53.332, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:54.333, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:55.363, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:56.379, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:57.380, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:58.380, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:13:59.410, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:00.411, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:01.411, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:02.427, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:03.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:04.458, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:05.474, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:06.474, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:07.503, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:08.504, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:09.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:10.536, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:11.550, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:12.551, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:13.552, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:14.567, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:15.568, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:16.582, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:17.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:18.614, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:19.628, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:20.629, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:21.629, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:22.645, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:23.661, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:24.675, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:25.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:26.692, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:27.693, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:28.722, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:29.738, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:30.739, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:31.740, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:32.769, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:33.772, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:34.786, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:35.802, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:36.816, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:37.818, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:38.833, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:39.835, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:40.863, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:41.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:42.880, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:43.894, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:44.910, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:45.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:46.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:47.942, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:48.956, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:49.972, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:50.974, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:51.990, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:53.003, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:54.004, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:55.020, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:56.021, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:57.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:58.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:14:59.038, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:15:00.039, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
