timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%], pstate
2026/06/11 15:41:49.310, 245.62 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 43 %, P1
2026/06/11 15:41:50.321, 238.53 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 26 %, P1
2026/06/11 15:41:51.321, 236.62 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 23 %, P1
2026/06/11 15:41:52.329, 252.55 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:41:53.330, 245.01 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 41 %, P1
2026/06/11 15:41:54.341, 253.91 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 57 %, P1
2026/06/11 15:41:55.348, 271.49 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 30 %, P1
2026/06/11 15:41:56.358, 254.88 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 59 %, P1
2026/06/11 15:41:57.364, 250.18 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:41:58.373, 240.72 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 28 %, P1
2026/06/11 15:41:59.388, 243.77 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 44 %, P1
2026/06/11 15:42:00.396, 233.61 W, 52, 2835 MHz, 13801 MHz, 22426 MiB, 21 %, P1
2026/06/11 15:42:01.410, 238.36 W, 53, 2805 MHz, 13801 MHz, 22426 MiB, 11 %, P1
2026/06/11 15:42:02.417, 247.61 W, 53, 2835 MHz, 13801 MHz, 22426 MiB, 34 %, P1
2026/06/11 15:42:03.442, 250.54 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 33 %, P1
2026/06/11 15:42:04.446, 235.26 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 24 %, P1
2026/06/11 15:42:05.456, 249.65 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 18 %, P1
2026/06/11 15:42:06.469, 274.33 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 38 %, P1
2026/06/11 15:42:07.481, 255.92 W, 55, 2850 MHz, 13801 MHz, 22426 MiB, 11 %, P1
2026/06/11 15:42:08.488, 250.54 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 14 %, P1
2026/06/11 15:42:09.490, 275.29 W, 55, 2850 MHz, 13801 MHz, 22426 MiB, 32 %, P1
2026/06/11 15:42:10.494, 233.46 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:11.499, 259.30 W, 55, 2850 MHz, 13801 MHz, 22426 MiB, 27 %, P1
2026/06/11 15:42:12.511, 240.50 W, 53, 2857 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:13.513, 232.55 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:14.535, 249.76 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:15.540, 242.70 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:16.546, 258.16 W, 53, 2857 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:17.553, 238.50 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:18.570, 272.65 W, 56, 2850 MHz, 13801 MHz, 22426 MiB, 42 %, P1
2026/06/11 15:42:19.571, 249.70 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 58 %, P1
2026/06/11 15:42:20.576, 269.45 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:42:21.588, 269.25 W, 56, 2850 MHz, 13801 MHz, 22426 MiB, 30 %, P1
2026/06/11 15:42:22.596, 241.44 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 21 %, P1
2026/06/11 15:42:23.602, 244.38 W, 51, 2797 MHz, 13801 MHz, 22426 MiB, 56 %, P1
2026/06/11 15:42:24.614, 236.92 W, 52, 2835 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:42:25.623, 243.99 W, 53, 2842 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:42:26.637, 248.91 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 23 %, P1
2026/06/11 15:42:27.653, 247.40 W, 55, 2850 MHz, 13801 MHz, 22426 MiB, 28 %, P1
2026/06/11 15:42:28.666, 261.46 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 46 %, P1
2026/06/11 15:42:29.669, 253.01 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 41 %, P1
2026/06/11 15:42:30.670, 259.99 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 32 %, P1
2026/06/11 15:42:31.684, 247.87 W, 56, 2850 MHz, 13801 MHz, 22426 MiB, 11 %, P1
2026/06/11 15:42:32.687, 274.32 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 53 %, P1
2026/06/11 15:42:33.699, 260.44 W, 55, 2842 MHz, 13801 MHz, 22426 MiB, 21 %, P1
2026/06/11 15:42:34.701, 253.25 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 51 %, P1
2026/06/11 15:42:35.704, 248.61 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 53 %, P1
2026/06/11 15:42:36.720, 254.88 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 26 %, P1
2026/06/11 15:42:37.732, 261.19 W, 55, 2842 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:38.736, 268.17 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:39.750, 270.77 W, 55, 2850 MHz, 13801 MHz, 22426 MiB, 13 %, P1
2026/06/11 15:42:40.764, 262.48 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 23 %, P1
2026/06/11 15:42:41.778, 248.29 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 40 %, P1
2026/06/11 15:42:42.786, 257.54 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:43.799, 261.40 W, 56, 2850 MHz, 13801 MHz, 22426 MiB, 51 %, P1
2026/06/11 15:42:44.800, 251.45 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:42:45.803, 248.83 W, 52, 2827 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:42:46.803, 279.00 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 64 %, P1
2026/06/11 15:42:47.819, 263.14 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 16 %, P1
2026/06/11 15:42:48.821, 274.48 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 60 %, P1
2026/06/11 15:42:49.834, 253.23 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 14 %, P1
2026/06/11 15:42:50.837, 262.91 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 67 %, P1
2026/06/11 15:42:51.852, 249.77 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:42:52.853, 251.59 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 34 %, P1
2026/06/11 15:42:53.853, 272.62 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 26 %, P1
2026/06/11 15:42:54.867, 253.71 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:55.871, 239.50 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 11 %, P1
2026/06/11 15:42:56.871, 234.12 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:42:57.885, 248.73 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 12 %, P1
2026/06/11 15:42:58.886, 259.45 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 62 %, P1
2026/06/11 15:42:59.888, 254.48 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 20 %, P1
2026/06/11 15:43:00.902, 266.84 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 35 %, P1
2026/06/11 15:43:01.904, 248.07 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:43:02.921, 268.30 W, 56, 2842 MHz, 13801 MHz, 22426 MiB, 58 %, P1
2026/06/11 15:43:03.935, 260.53 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 24 %, P1
2026/06/11 15:43:04.936, 240.55 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 20 %, P1
2026/06/11 15:43:05.938, 242.58 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 14 %, P1
2026/06/11 15:43:06.952, 260.79 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:43:07.952, 236.28 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 9 %, P1
2026/06/11 15:43:08.954, 249.30 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:43:09.971, 252.55 W, 53, 2857 MHz, 13801 MHz, 22426 MiB, 50 %, P1
2026/06/11 15:43:10.987, 237.42 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 16 %, P1
2026/06/11 15:43:11.988, 252.13 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 36 %, P1
2026/06/11 15:43:13.002, 252.29 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 45 %, P1
2026/06/11 15:43:14.015, 251.57 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 23 %, P1
2026/06/11 15:43:15.030, 243.31 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 32 %, P1
2026/06/11 15:43:16.038, 252.54 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 30 %, P1
2026/06/11 15:43:17.052, 243.65 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 34 %, P1
2026/06/11 15:43:18.054, 243.78 W, 52, 2842 MHz, 13801 MHz, 22426 MiB, 62 %, P1
2026/06/11 15:43:19.068, 256.85 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 23 %, P1
2026/06/11 15:43:20.084, 251.81 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 30 %, P1
2026/06/11 15:43:21.100, 248.03 W, 52, 2812 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:43:22.115, 236.15 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:43:23.117, 240.98 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:43:24.131, 241.37 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 10 %, P1
2026/06/11 15:43:25.136, 256.41 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 42 %, P1
2026/06/11 15:43:26.137, 254.99 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:43:27.151, 252.06 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 28 %, P1
2026/06/11 15:43:28.170, 241.70 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 25 %, P1
2026/06/11 15:43:29.171, 236.54 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 43 %, P1
2026/06/11 15:43:30.171, 261.88 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:43:31.185, 296.16 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:43:32.200, 293.61 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 54 %, P1
2026/06/11 15:43:33.201, 298.59 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 53 %, P1
2026/06/11 15:43:34.215, 299.36 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 56 %, P1
2026/06/11 15:43:35.216, 303.21 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 54 %, P1
2026/06/11 15:43:36.229, 313.63 W, 54, 2835 MHz, 13801 MHz, 22426 MiB, 60 %, P1
2026/06/11 15:43:37.234, 318.31 W, 56, 2850 MHz, 13801 MHz, 22426 MiB, 77 %, P1
2026/06/11 15:43:38.234, 309.26 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 52 %, P1
2026/06/11 15:43:39.237, 298.38 W, 54, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:43:40.237, 317.12 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 27 %, P1
2026/06/11 15:43:41.253, 313.83 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:42.255, 287.68 W, 49, 2857 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:43.263, 265.55 W, 52, 2857 MHz, 13801 MHz, 22426 MiB, 65 %, P1
2026/06/11 15:43:44.264, 334.15 W, 57, 2850 MHz, 13801 MHz, 22426 MiB, 72 %, P1
2026/06/11 15:43:45.280, 279.51 W, 49, 2857 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:46.294, 289.40 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:43:47.299, 325.96 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 42 %, P1
2026/06/11 15:43:48.312, 301.98 W, 50, 2857 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:49.320, 248.60 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 9 %, P1
2026/06/11 15:43:50.320, 302.14 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:51.336, 277.59 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:43:52.336, 334.65 W, 56, 2842 MHz, 13801 MHz, 22426 MiB, 78 %, P1
2026/06/11 15:43:53.344, 314.88 W, 55, 2662 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:43:54.360, 282.89 W, 56, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:43:55.367, 296.15 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:56.369, 301.47 W, 46, 2857 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:43:57.374, 277.98 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:43:58.380, 336.11 W, 57, 2842 MHz, 13801 MHz, 22426 MiB, 90 %, P1
2026/06/11 15:43:59.386, 291.33 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:00.399, 269.54 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:01.402, 317.55 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 3 %, P1
2026/06/11 15:44:02.404, 268.95 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:03.419, 319.31 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 4 %, P1
2026/06/11 15:44:04.420, 268.99 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:05.420, 333.47 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 66 %, P1
2026/06/11 15:44:06.424, 262.65 W, 46, 2857 MHz, 13801 MHz, 22426 MiB, 28 %, P1
2026/06/11 15:44:07.427, 303.74 W, 50, 2842 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:08.429, 292.80 W, 47, 2842 MHz, 13801 MHz, 22426 MiB, 6 %, P1
2026/06/11 15:44:09.432, 292.29 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:10.433, 299.77 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:11.437, 291.54 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:12.453, 324.32 W, 50, 2842 MHz, 13801 MHz, 22426 MiB, 36 %, P1
2026/06/11 15:44:13.464, 274.25 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:14.464, 303.67 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:15.470, 269.40 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:16.481, 307.46 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:17.491, 264.75 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:18.503, 323.22 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 45 %, P1
2026/06/11 15:44:19.512, 255.48 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 22 %, P1
2026/06/11 15:44:20.518, 285.67 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:21.519, 311.03 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:22.521, 273.95 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:23.528, 308.96 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:24.535, 281.10 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 31 %, P1
2026/06/11 15:44:25.539, 295.59 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:26.548, 325.34 W, 49, 2842 MHz, 13801 MHz, 22426 MiB, 3 %, P1
2026/06/11 15:44:27.560, 250.66 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:44:28.561, 286.45 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 12 %, P1
2026/06/11 15:44:29.567, 315.18 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 81 %, P1
2026/06/11 15:44:30.570, 308.48 W, 50, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:31.587, 300.76 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:44:32.588, 290.06 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:33.604, 316.56 W, 48, 2850 MHz, 13801 MHz, 22426 MiB, 5 %, P1
2026/06/11 15:44:34.609, 251.19 W, 48, 2857 MHz, 13801 MHz, 22426 MiB, 81 %, P1
2026/06/11 15:44:35.610, 331.21 W, 55, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:36.614, 280.43 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 7 %, P1
2026/06/11 15:44:37.621, 284.67 W, 48, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:38.623, 285.39 W, 48, 2857 MHz, 13801 MHz, 22426 MiB, 48 %, P1
2026/06/11 15:44:39.628, 281.98 W, 44, 2857 MHz, 13801 MHz, 22426 MiB, 1 %, P1
2026/06/11 15:44:40.642, 298.13 W, 44, 2857 MHz, 13801 MHz, 22426 MiB, 17 %, P1
2026/06/11 15:44:41.648, 280.74 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 17 %, P1
2026/06/11 15:44:42.654, 308.72 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:43.670, 325.95 W, 55, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:44.673, 287.37 W, 49, 2842 MHz, 13801 MHz, 22426 MiB, 21 %, P1
2026/06/11 15:44:45.686, 251.94 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 21 %, P1
2026/06/11 15:44:46.696, 328.07 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:47.698, 286.14 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:44:48.705, 302.23 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:44:49.720, 330.31 W, 55, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:44:50.738, 280.19 W, 45, 2850 MHz, 13801 MHz, 22426 MiB, 1 %, P1
2026/06/11 15:44:51.740, 287.02 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:52.753, 295.82 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:44:53.754, 287.27 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 54 %, P1
2026/06/11 15:44:54.754, 295.02 W, 48, 2850 MHz, 13801 MHz, 22426 MiB, 53 %, P1
2026/06/11 15:44:55.769, 295.20 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 49 %, P1
2026/06/11 15:44:56.771, 298.51 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 59 %, P1
2026/06/11 15:44:57.786, 298.08 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 57 %, P1
2026/06/11 15:44:58.788, 298.34 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 66 %, P1
2026/06/11 15:44:59.803, 296.65 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 59 %, P1
2026/06/11 15:45:00.804, 297.35 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 72 %, P1
2026/06/11 15:45:01.814, 296.88 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 59 %, P1
2026/06/11 15:45:02.826, 291.28 W, 50, 2857 MHz, 13801 MHz, 22426 MiB, 53 %, P1
2026/06/11 15:45:03.841, 317.77 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:04.854, 267.14 W, 49, 2857 MHz, 13801 MHz, 22426 MiB, 24 %, P1
2026/06/11 15:45:05.861, 291.46 W, 49, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:06.865, 308.28 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:07.870, 293.68 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 19 %, P1
2026/06/11 15:45:08.878, 299.87 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:09.893, 322.20 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 59 %, P1
2026/06/11 15:45:10.904, 276.14 W, 45, 2857 MHz, 13801 MHz, 22426 MiB, 20 %, P1
2026/06/11 15:45:11.915, 306.74 W, 52, 2842 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:12.928, 289.78 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:13.937, 324.77 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:14.946, 322.67 W, 50, 2842 MHz, 13801 MHz, 22426 MiB, 41 %, P1
2026/06/11 15:45:15.954, 263.05 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 28 %, P1
2026/06/11 15:45:16.964, 304.06 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:17.976, 301.94 W, 49, 2857 MHz, 13801 MHz, 22426 MiB, 51 %, P1
2026/06/11 15:45:18.989, 310.10 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:20.002, 348.87 W, 56, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:21.011, 264.47 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:22.017, 268.65 W, 48, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:23.024, 311.39 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:24.027, 300.61 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:25.036, 262.57 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 90 %, P1
2026/06/11 15:45:26.038, 327.15 W, 49, 2842 MHz, 13801 MHz, 22426 MiB, 29 %, P1
2026/06/11 15:45:27.047, 260.35 W, 48, 2857 MHz, 13801 MHz, 22426 MiB, 96 %, P1
2026/06/11 15:45:28.053, 322.92 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 54 %, P1
2026/06/11 15:45:29.062, 266.78 W, 50, 2857 MHz, 13801 MHz, 22426 MiB, 64 %, P1
2026/06/11 15:45:30.075, 318.12 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:31.082, 267.37 W, 45, 2850 MHz, 13801 MHz, 22426 MiB, 8 %, P1
2026/06/11 15:45:32.094, 273.80 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:33.100, 296.10 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:34.109, 272.15 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:35.113, 291.62 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:36.125, 260.44 W, 48, 2857 MHz, 13801 MHz, 22426 MiB, 98 %, P1
2026/06/11 15:45:37.131, 313.18 W, 48, 2842 MHz, 13801 MHz, 22426 MiB, 12 %, P1
2026/06/11 15:45:38.141, 274.58 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:39.149, 304.18 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:40.160, 275.48 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:41.166, 303.49 W, 47, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:42.177, 274.27 W, 50, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:43.187, 308.03 W, 54, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:44.194, 271.11 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:45.205, 268.56 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:46.211, 292.04 W, 46, 2850 MHz, 13801 MHz, 22426 MiB, 0 %, P1
2026/06/11 15:45:47.221, 279.72 W, 51, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:48.231, 335.78 W, 57, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:49.239, 256.86 W, 47, 2857 MHz, 13801 MHz, 22426 MiB, 24 %, P1
2026/06/11 15:45:50.249, 290.54 W, 50, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:51.256, 313.32 W, 51, 2842 MHz, 13801 MHz, 22426 MiB, 40 %, P1
2026/06/11 15:45:52.266, 305.25 W, 53, 2850 MHz, 13801 MHz, 22426 MiB, 99 %, P1
2026/06/11 15:45:53.274, 299.04 W, 49, 2842 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 15:45:54.284, 328.67 W, 49, 2842 MHz, 13801 MHz, 22426 MiB, 14 %, P1
